rust-fannkuch 2 warm,,,
,,,
33.639556674s,,,33.639556674
32.295698290s,,,32.295698290
32.297798902s,,,32.297798902
32.983940286s,,,32.983940286
32.065830239s,,,32.065830239
32.717526123s,,,32.717526123
32.185516171s,,,32.185516171
31.607081274s,,,31.607081274
31.564518207s,,,31.564518207
34.637625869s,,,34.637625869
32.942858423s,,,32.942858423
32.081584418s,,,32.081584418
32.603904128s,,,32.603904128
32.722604339s,,,32.722604339
33.686715938s,,,33.686715938
32.056769398s,,,32.056769398
31.724460443s,,,31.724460443
33.568466637s,,,33.568466637
31.915329465s,,,31.915329465
33.090563843s,,,33.090563843
31.794606854s,,,31.794606854
32.718585459s,,,32.718585459
32.484062676s,,,32.484062676
32.707752728s,,,32.707752728
35.209724503s,,,35.209724503
33.468272607s,,,33.468272607
33.069793300s,,,33.069793300
33.440341381s,,,33.440341381
34.381302178s,,,34.381302178
34.975747611s,,,34.975747611
33.118908626s,,,33.118908626
32.932195144s,,,32.932195144
35.948150967s,,,35.948150967
33.937708876s,,,33.937708876
35.072912944s,,,35.072912944
33.636903916s,,,33.636903916
34.905530835s,,,34.905530835
36.251338601s,,,36.251338601
34.659439750s,,,34.659439750
34.535154208s,,,34.535154208
34.735454700s,,,34.735454700
34.156299948s,,,34.156299948
32.987640699s,,,32.987640699
35.473927129s,,,35.473927129
33.403052032s,,,33.403052032
38.228558866s,,,38.228558866
34.334914824s,,,34.334914824
32.859327361s,,,32.859327361
32.991046039s,,,32.991046039
32.990520502s,,,32.990520502
32.838038726s,,,32.838038726
32.517578934s,,,32.517578934
32.427724379s,,,32.427724379
33.540300253s,,,33.540300253
32.580485845s,,,32.580485845
33.096758158s,,,33.096758158
32.096050428s,,,32.096050428
32.265823807s,,,32.265823807
31.748086773s,,,31.748086773
32.474749105s,,,32.474749105
31.998459368s,,,31.998459368
32.421070654s,,,32.421070654
32.227453168s,,,32.227453168
31.652062642s,,,31.652062642
32.162927174s,,,32.162927174
32.274140896s,,,32.274140896
33.335741712s,,,33.335741712
33.302984620s,,,33.302984620
32.656969877s,,,32.656969877
34.453739171s,,,34.453739171
32.790742229s,,,32.790742229
34.086216180s,,,34.086216180
33.977215076s,,,33.977215076
32.472073176s,,,32.472073176
33.456067858s,,,33.456067858
33.111921182s,,,33.111921182
33.187206398s,,,33.187206398
32.913527735s,,,32.913527735
32.254900280s,,,32.254900280
33.107026934s,,,33.107026934
32.354413561s,,,32.354413561
32.346462043s,,,32.346462043
34.029546076s,,,34.029546076
33.150439683s,,,33.150439683
34.949641055s,,,34.949641055
33.468839411s,,,33.468839411
33.639444255s,,,33.639444255
33.756338320s,,,33.756338320
33.244848542s,,,33.244848542
32.666897021s,,,32.666897021
32.312200676s,,,32.312200676
32.310468634s,,,32.310468634
32.648252387s,,,32.648252387
35.959044872s,,,35.959044872
33.218075961s,,,33.218075961
32.450142996s,,,32.450142996
33.302965561s,,,33.302965561
34.564667178s,,,34.564667178
33.705415414s,,,33.705415414
33.660262352s,,,33.660262352
32.833066303s,,,32.833066303
33.231268060s,,,33.231268060
34.518410049s,,,34.518410049
34.742290475s,,,34.742290475
31.737492934s,,,31.737492934
32.880752269s,,,32.880752269
32.666241820s,,,32.666241820
33.410772856s,,,33.410772856
32.931648594s,,,32.931648594
33.643506686s,,,33.643506686
32.346907800s,,,32.346907800
33.166720400s,,,33.166720400
32.565865921s,,,32.565865921
31.487299778s,,,31.487299778
33.483635862s,,,33.483635862
32.820032071s,,,32.820032071
34.981022350s,,,34.981022350
