httpRequest.latency,httpRequest.protocol,httpRequest.referer,httpRequest.remoteIp,httpRequest.requestMethod,httpRequest.requestSize,httpRequest.requestUrl,httpRequest.responseSize,httpRequest.serverIp,httpRequest.status,httpRequest.userAgent,insertId,labels.instanceId,logName,receiveLocation,receiveTimestamp,resource.labels.configuration_name,resource.labels.location,resource.labels.project_id,resource.labels.revision_name,resource.labels.service_name,resource.type,severity,spanId,timestamp,trace,traceSampled
41.697889603s,HTTP/1.1,,20.109.87.20,GET,261,https://fannkuch-go-815005680514.europe-north1.run.app/,126,216.239.34.53,200,curl/7.81.0,6743797c000b860484cdd219,004940b3b82ee3a4dd631a6afb52e76af8c50a14b27f059c942bbadd7dcad4adfce662c9c2ef48b17c97adf701e01c26fb90454d43bcfcc67a19dc63d733fa29ac626900ad859c68f501d5b620,projects/charismatic-tea-434516-a5/logs/run.googleapis.com%2Frequests,,2024-11-24T19:07:40.759573987Z,fannkuch-go,europe-north1,charismatic-tea-434516-a5,fannkuch-go-00006-tds,fannkuch-go,cloud_run_revision,INFO,f388e19bf79063e0,2024-11-24T19:06:59.046936Z,projects/charismatic-tea-434516-a5/traces/34a7106191fa5c0000a60716fcd5a641,true
40.910470880s,HTTP/1.1,,20.109.87.20,GET,260,https://fannkuch-go-815005680514.europe-north1.run.app/,126,216.239.36.53,200,curl/7.81.0,6743787c000dbc4c3bb74e16,004940b3b82ee3a4dd631a6afb52e76af8c50a14b27f059c942bbadd7dcad4adfce662c9c2ef48b17c97adf701e01c26fb90454d43bcfcc67a19dc63d733fa29ac626900ad859c68f501d5b620,projects/charismatic-tea-434516-a5/logs/run.googleapis.com%2Frequests,,2024-11-24T19:03:24.904633761Z,fannkuch-go,europe-north1,charismatic-tea-434516-a5,fannkuch-go-00006-tds,fannkuch-go,cloud_run_revision,INFO,9802f45beb9f9763,2024-11-24T19:02:43.980492Z,projects/charismatic-tea-434516-a5/traces/b523809e30dcd026e006481534b551c8,true
41.384961650s,HTTP/1.1,,20.109.87.20,GET,261,https://fannkuch-go-815005680514.europe-north1.run.app/,126,216.239.38.53,200,curl/7.81.0,6743777d000a40ac0303e285,004940b3b82ee3a4dd631a6afb52e76af8c50a14b27f059c942bbadd7dcad4adfce662c9c2ef48b17c97adf701e01c26fb90454d43bcfcc67a19dc63d733fa29ac626900ad859c68f501d5b620,projects/charismatic-tea-434516-a5/logs/run.googleapis.com%2Frequests,,2024-11-24T18:59:09.675645798Z,fannkuch-go,europe-north1,charismatic-tea-434516-a5,fannkuch-go-00006-tds,fannkuch-go,cloud_run_revision,INFO,13335c7e2e30906f,2024-11-24T18:58:28.277275Z,projects/charismatic-tea-434516-a5/traces/8df9cc55aeb49f8ffc74519360f33e3f,true
43.642065351s,HTTP/1.1,,20.109.87.20,GET,260,https://fannkuch-go-815005680514.europe-north1.run.app/,126,216.239.34.53,200,curl/7.81.0,6743767e0008e327046e4eaa,004940b3b82ee3a4dd631a6afb52e76af8c50a14b27f059c942bbadd7dcad4adfce662c9c2ef48b17c97adf701e01c26fb90454d43bcfcc67a19dc63d733fa29ac626900ad859c68f501d5b620,projects/charismatic-tea-434516-a5/logs/run.googleapis.com%2Frequests,,2024-11-24T18:54:54.588840086Z,fannkuch-go,europe-north1,charismatic-tea-434516-a5,fannkuch-go-00006-tds,fannkuch-go,cloud_run_revision,INFO,768233590f589686,2024-11-24T18:54:10.928657Z,projects/charismatic-tea-434516-a5/traces/097c546c7fc121d408c5a4d135375866,true
41.477648830s,HTTP/1.1,,20.109.87.20,GET,260,https://fannkuch-go-815005680514.europe-north1.run.app/,126,216.239.38.53,200,curl/7.81.0,6743757d00032f4aab16b023,004940b3b82ee3a4dd631a6afb52e76af8c50a14b27f059c942bbadd7dcad4adfce662c9c2ef48b17c97adf701e01c26fb90454d43bcfcc67a19dc63d733fa29ac626900ad859c68f501d5b620,projects/charismatic-tea-434516-a5/logs/run.googleapis.com%2Frequests,,2024-11-24T18:50:37.210465810Z,fannkuch-go,europe-north1,charismatic-tea-434516-a5,fannkuch-go-00006-tds,fannkuch-go,cloud_run_revision,INFO,f6644ca98cccb340,2024-11-24T18:49:55.721157Z,projects/charismatic-tea-434516-a5/traces/9b6f6f119cca6c928dbf46fbc7649218,true
40.991907472s,HTTP/1.1,,20.109.87.20,GET,260,https://fannkuch-go-815005680514.europe-north1.run.app/,126,216.239.34.53,200,curl/7.81.0,6743747d000ea77574ac9d49,004940b3b82ee3a4dd631a6afb52e76af8c50a14b27f059c942bbadd7dcad4adfce662c9c2ef48b17c97adf701e01c26fb90454d43bcfcc67a19dc63d733fa29ac626900ad859c68f501d5b620,projects/charismatic-tea-434516-a5/logs/run.googleapis.com%2Frequests,,2024-11-24T18:46:21.965913218Z,fannkuch-go,europe-north1,charismatic-tea-434516-a5,fannkuch-go-00006-tds,fannkuch-go,cloud_run_revision,INFO,58d40009d0098ad1,2024-11-24T18:45:40.959247Z,projects/charismatic-tea-434516-a5/traces/a2d1319062c430e73a4409b2c870ef95,true
39.779345916s,HTTP/1.1,,20.109.87.20,GET,261,https://fannkuch-go-815005680514.europe-north1.run.app/,126,216.239.38.53,200,curl/7.81.0,6743737e0007dd777bca24f6,004940b3b82ee3a4dd631a6afb52e76af8c50a14b27f059c942bbadd7dcad4adfce662c9c2ef48b17c97adf701e01c26fb90454d43bcfcc67a19dc63d733fa29ac626900ad859c68f501d5b620,projects/charismatic-tea-434516-a5/logs/run.googleapis.com%2Frequests,,2024-11-24T18:42:06.518019698Z,fannkuch-go,europe-north1,charismatic-tea-434516-a5,fannkuch-go-00006-tds,fannkuch-go,cloud_run_revision,INFO,88b6c14e2ebd0fc9,2024-11-24T18:41:26.726911Z,projects/charismatic-tea-434516-a5/traces/e51f36f627eb7eb359942da96cbf086d,true
40.585632182s,HTTP/1.1,,168.61.75.130,GET,261,https://fannkuch-go-815005680514.europe-north1.run.app/,126,216.239.38.53,200,curl/7.81.0,67436c120000406ce2f2fb9a,004940b3b82ee3a4dd631a6afb52e76af8c50a14b27f059c942bbadd7dcad4adfce662c9c2ef48b17c97adf701e01c26fb90454d43bcfcc67a19dc63d733fa29ac626900ad859c68f501d5b620,projects/charismatic-tea-434516-a5/logs/run.googleapis.com%2Frequests,,2024-11-24T18:10:26.022463722Z,fannkuch-go,europe-north1,charismatic-tea-434516-a5,fannkuch-go-00006-tds,fannkuch-go,cloud_run_revision,INFO,fc2b2c51865ebda9,2024-11-24T18:09:45.421792Z,projects/charismatic-tea-434516-a5/traces/1d7da8b5622797a7aa8799de4f172308,true
40.478506404s,HTTP/1.1,,168.61.75.130,GET,261,https://fannkuch-go-815005680514.europe-north1.run.app/,126,216.239.32.53,200,curl/7.81.0,67436b12000c5acdeb6cfdd7,004940b3b82ee3a4dd631a6afb52e76af8c50a14b27f059c942bbadd7dcad4adfce662c9c2ef48b17c97adf701e01c26fb90454d43bcfcc67a19dc63d733fa29ac626900ad859c68f501d5b620,projects/charismatic-tea-434516-a5/logs/run.googleapis.com%2Frequests,,2024-11-24T18:06:10.812581949Z,fannkuch-go,europe-north1,charismatic-tea-434516-a5,fannkuch-go-00006-tds,fannkuch-go,cloud_run_revision,INFO,cc3a734a148b4c4d,2024-11-24T18:05:30.322029Z,projects/charismatic-tea-434516-a5/traces/213127a09b1135dfc2056c55d2e8a1dc,true
41.001741170s,HTTP/1.1,,168.61.75.130,GET,260,https://fannkuch-go-815005680514.europe-north1.run.app/,126,216.239.34.53,200,curl/7.81.0,67436a13000c9944c5f8200c,004940b3b82ee3a4dd631a6afb52e76af8c50a14b27f059c942bbadd7dcad4adfce662c9c2ef48b17c97adf701e01c26fb90454d43bcfcc67a19dc63d733fa29ac626900ad859c68f501d5b620,projects/charismatic-tea-434516-a5/logs/run.googleapis.com%2Frequests,,2024-11-24T18:01:55.828995648Z,fannkuch-go,europe-north1,charismatic-tea-434516-a5,fannkuch-go-00006-tds,fannkuch-go,cloud_run_revision,INFO,f27793f0fab8de3c,2024-11-24T18:01:14.814274Z,projects/charismatic-tea-434516-a5/traces/b9d67233d8bd372df15ba2228aded276,true
42.254391296s,HTTP/1.1,,168.61.75.130,GET,261,https://fannkuch-go-815005680514.europe-north1.run.app/,126,216.239.34.53,200,curl/7.81.0,6743691300048d1b8b143bf0,004940b3b82ee3a4dd631a6afb52e76af8c50a14b27f059c942bbadd7dcad4adfce662c9c2ef48b17c97adf701e01c26fb90454d43bcfcc67a19dc63d733fa29ac626900ad859c68f501d5b620,projects/charismatic-tea-434516-a5/logs/run.googleapis.com%2Frequests,,2024-11-24T17:57:39.303213248Z,fannkuch-go,europe-north1,charismatic-tea-434516-a5,fannkuch-go-00006-tds,fannkuch-go,cloud_run_revision,INFO,97c07b9ea71fd06a,2024-11-24T17:56:57.033389Z,projects/charismatic-tea-434516-a5/traces/70b5a537386a8fe19eb4a0ec3ec7d482,true
40.217397265s,HTTP/1.1,,168.61.75.130,GET,260,https://fannkuch-go-815005680514.europe-north1.run.app/,126,216.239.32.53,200,curl/7.81.0,6743681200067fb323be93b5,004940b3b82ee3a4dd631a6afb52e76af8c50a14b27f059c942bbadd7dcad4adfce662c9c2ef48b17c97adf701e01c26fb90454d43bcfcc67a19dc63d733fa29ac626900ad859c68f501d5b620,projects/charismatic-tea-434516-a5/logs/run.googleapis.com%2Frequests,,2024-11-24T17:53:22.429602173Z,fannkuch-go,europe-north1,charismatic-tea-434516-a5,fannkuch-go-00006-tds,fannkuch-go,cloud_run_revision,INFO,9d29e1caf751362c,2024-11-24T17:52:42.196891Z,projects/charismatic-tea-434516-a5/traces/e714ae1c2f74671d852ef20138c13de1,true
43.994549362s,HTTP/1.1,,168.61.75.130,GET,261,https://fannkuch-go-815005680514.europe-north1.run.app/,126,216.239.32.53,200,curl/7.81.0,6743671300027707a2a1a8d7,004940b3b82ee3a4dd631a6afb52e76af8c50a14b27f059c942bbadd7dcad4adfce662c9c2ef48b17c97adf701e01c26fb90454d43bcfcc67a19dc63d733fa29ac626900ad859c68f501d5b620,projects/charismatic-tea-434516-a5/logs/run.googleapis.com%2Frequests,,2024-11-24T17:49:07.166333608Z,fannkuch-go,europe-north1,charismatic-tea-434516-a5,fannkuch-go-00006-tds,fannkuch-go,cloud_run_revision,INFO,f7cd51c329344ef8,2024-11-24T17:48:23.157660Z,projects/charismatic-tea-434516-a5/traces/2736326edee66733ed89ae494c5e99da,true
40.076707937s,HTTP/1.1,,168.61.75.130,GET,261,https://fannkuch-go-815005680514.europe-north1.run.app/,126,216.239.34.53,200,curl/7.81.0,67436610000ba5521927bc46,004940b3b82ee3a4dd631a6afb52e76af8c50a14b27f059c942bbadd7dcad4adfce662c9c2ef48b17c97adf701e01c26fb90454d43bcfcc67a19dc63d733fa29ac626900ad859c68f501d5b620,projects/charismatic-tea-434516-a5/logs/run.googleapis.com%2Frequests,,2024-11-24T17:44:48.767287033Z,fannkuch-go,europe-north1,charismatic-tea-434516-a5,fannkuch-go-00006-tds,fannkuch-go,cloud_run_revision,INFO,15745a3cb75183c5,2024-11-24T17:44:08.675082Z,projects/charismatic-tea-434516-a5/traces/23b8d25820afa39b9d107993ce181320,true
40.958669687s,HTTP/1.1,,168.61.75.130,GET,261,https://fannkuch-go-815005680514.europe-north1.run.app/,126,216.239.36.53,200,curl/7.81.0,67436512000186deffbe8233,004940b3b82ee3a4dd631a6afb52e76af8c50a14b27f059c942bbadd7dcad4adfce662c9c2ef48b17c97adf701e01c26fb90454d43bcfcc67a19dc63d733fa29ac626900ad859c68f501d5b620,projects/charismatic-tea-434516-a5/logs/run.googleapis.com%2Frequests,,2024-11-24T17:40:34.105039071Z,fannkuch-go,europe-north1,charismatic-tea-434516-a5,fannkuch-go-00006-tds,fannkuch-go,cloud_run_revision,INFO,0974f1252d20d7b2,2024-11-24T17:39:53.130867Z,projects/charismatic-tea-434516-a5/traces/20418d0ce4b26253b32862821e430109,true
42.005624862s,HTTP/1.1,,168.61.75.130,GET,260,https://fannkuch-go-815005680514.europe-north1.run.app/,126,216.239.32.53,200,curl/7.81.0,67436411000bca56f0dad45a,004940b3b82ee3a4dd631a6afb52e76af8c50a14b27f059c942bbadd7dcad4adfce662c9c2ef48b17c97adf701e01c26fb90454d43bcfcc67a19dc63d733fa29ac626900ad859c68f501d5b620,projects/charismatic-tea-434516-a5/logs/run.googleapis.com%2Frequests,,2024-11-24T17:36:17.775559997Z,fannkuch-go,europe-north1,charismatic-tea-434516-a5,fannkuch-go-00006-tds,fannkuch-go,cloud_run_revision,INFO,16cf2e1b3e9df142,2024-11-24T17:35:35.756479Z,projects/charismatic-tea-434516-a5/traces/63b48e5749a498660b297b85ac33ef2e,true
39.319967455s,HTTP/1.1,,168.61.75.130,GET,260,https://fannkuch-go-815005680514.europe-north1.run.app/,126,216.239.36.53,200,curl/7.81.0,6743630f0004aa3fbfcff28f,004940b3b82ee3a4dd631a6afb52e76af8c50a14b27f059c942bbadd7dcad4adfce662c9c2ef48b17c97adf701e01c26fb90454d43bcfcc67a19dc63d733fa29ac626900ad859c68f501d5b620,projects/charismatic-tea-434516-a5/logs/run.googleapis.com%2Frequests,,2024-11-24T17:31:59.310961846Z,fannkuch-go,europe-north1,charismatic-tea-434516-a5,fannkuch-go-00006-tds,fannkuch-go,cloud_run_revision,INFO,0ab7f4ca69761f5e,2024-11-24T17:31:19.977239Z,projects/charismatic-tea-434516-a5/traces/545843a82f20842f16d7c3ef98656cbc,true
41.078297787s,HTTP/1.1,,4.236.151.134,GET,261,https://fannkuch-go-815005680514.europe-north1.run.app/,126,216.239.36.53,200,curl/7.81.0,67435aba000c389bcaee9d28,004940b3b82ee3a4dd631a6afb52e76af8c50a14b27f059c942bbadd7dcad4adfce662c9c2ef48b17c97adf701e01c26fb90454d43bcfcc67a19dc63d733fa29ac626900ad859c68f501d5b620,projects/charismatic-tea-434516-a5/logs/run.googleapis.com%2Frequests,,2024-11-24T16:56:26.803946357Z,fannkuch-go,europe-north1,charismatic-tea-434516-a5,fannkuch-go-00006-tds,fannkuch-go,cloud_run_revision,INFO,84844d1aa0f1fcb6,2024-11-24T16:55:45.697723Z,projects/charismatic-tea-434516-a5/traces/33dd92397982d6b03344fdae4d523e50,true
39.766853193s,HTTP/1.1,,4.236.151.134,GET,261,https://fannkuch-go-815005680514.europe-north1.run.app/,126,216.239.34.53,200,curl/7.81.0,674359bc000176a634d227de,004940b3b82ee3a4dd631a6afb52e76af8c50a14b27f059c942bbadd7dcad4adfce662c9c2ef48b17c97adf701e01c26fb90454d43bcfcc67a19dc63d733fa29ac626900ad859c68f501d5b620,projects/charismatic-tea-434516-a5/logs/run.googleapis.com%2Frequests,,2024-11-24T16:52:12.102087579Z,fannkuch-go,europe-north1,charismatic-tea-434516-a5,fannkuch-go-00006-tds,fannkuch-go,cloud_run_revision,INFO,8230ce295ec51877,2024-11-24T16:51:32.319241Z,projects/charismatic-tea-434516-a5/traces/95b3eb0ac5e2172d704e4e139f894d37,true
43.711471669s,HTTP/1.1,,4.236.151.134,GET,261,https://fannkuch-go-815005680514.europe-north1.run.app/,126,216.239.34.53,200,curl/7.81.0,674358be00025c7653697b2f,004940b3b82ee3a4dd631a6afb52e76af8c50a14b27f059c942bbadd7dcad4adfce662c9c2ef48b17c97adf701e01c26fb90454d43bcfcc67a19dc63d733fa29ac626900ad859c68f501d5b620,projects/charismatic-tea-434516-a5/logs/run.googleapis.com%2Frequests,,2024-11-24T16:47:58.160360936Z,fannkuch-go,europe-north1,charismatic-tea-434516-a5,fannkuch-go-00006-tds,fannkuch-go,cloud_run_revision,INFO,55af61c9e1aac12c,2024-11-24T16:47:14.434245Z,projects/charismatic-tea-434516-a5/traces/c6f6624fb9f2ce37e2f0f30b9650beec,true
40.804317988s,HTTP/1.1,,4.236.151.134,GET,260,https://fannkuch-go-815005680514.europe-north1.run.app/,126,216.239.38.53,200,curl/7.81.0,674357bc00099d601dc7f174,004940b3b82ee3a4dd631a6afb52e76af8c50a14b27f059c942bbadd7dcad4adfce662c9c2ef48b17c97adf701e01c26fb90454d43bcfcc67a19dc63d733fa29ac626900ad859c68f501d5b620,projects/charismatic-tea-434516-a5/logs/run.googleapis.com%2Frequests,,2024-11-24T16:43:40.634188304Z,fannkuch-go,europe-north1,charismatic-tea-434516-a5,fannkuch-go-00006-tds,fannkuch-go,cloud_run_revision,INFO,fd1307f61e615889,2024-11-24T16:42:59.816435Z,projects/charismatic-tea-434516-a5/traces/4082bb84de3fb0acd83517de69559332,true
40.589456336s,HTTP/1.1,,4.236.151.134,GET,261,https://fannkuch-go-815005680514.europe-north1.run.app/,126,216.239.34.53,200,curl/7.81.0,674356bd000925abdf06de66,004940b3b82ee3a4dd631a6afb52e76af8c50a14b27f059c942bbadd7dcad4adfce662c9c2ef48b17c97adf701e01c26fb90454d43bcfcc67a19dc63d733fa29ac626900ad859c68f501d5b620,projects/charismatic-tea-434516-a5/logs/run.googleapis.com%2Frequests,,2024-11-24T16:39:25.604286942Z,fannkuch-go,europe-north1,charismatic-tea-434516-a5,fannkuch-go-00006-tds,fannkuch-go,cloud_run_revision,INFO,7c05b02d80f13ad8,2024-11-24T16:38:45.001232Z,projects/charismatic-tea-434516-a5/traces/4bf89f9169f7ee4323f90814b55009e7,true
42.108467539s,HTTP/1.1,,4.236.151.134,GET,260,https://fannkuch-go-815005680514.europe-north1.run.app/,125,216.239.36.53,200,curl/7.81.0,674355be000a0f0a9d66c857,004940b3b82ee3a4dd631a6afb52e76af8c50a14b27f059c942bbadd7dcad4adfce662c9c2ef48b17c97adf701e01c26fb90454d43bcfcc67a19dc63d733fa29ac626900ad859c68f501d5b620,projects/charismatic-tea-434516-a5/logs/run.googleapis.com%2Frequests,,2024-11-24T16:35:10.666251573Z,fannkuch-go,europe-north1,charismatic-tea-434516-a5,fannkuch-go-00006-tds,fannkuch-go,cloud_run_revision,INFO,f2781fda32ac803e,2024-11-24T16:34:28.541057Z,projects/charismatic-tea-434516-a5/traces/9615be8fca0bfda5c353311043d6e8ed,true
40.072582750s,HTTP/1.1,,4.236.151.134,GET,260,https://fannkuch-go-815005680514.europe-north1.run.app/,125,216.239.38.53,200,curl/7.81.0,674354b70009313532a92df6,004940b3b82ee3a4dd631a6afb52e76af8c50a14b27f059c942bbadd7dcad4adfce662c9c2ef48b17c97adf701e01c26fb90454d43bcfcc67a19dc63d733fa29ac626900ad859c68f501d5b620,projects/charismatic-tea-434516-a5/logs/run.googleapis.com%2Frequests,,2024-11-24T16:30:47.605373532Z,fannkuch-go,europe-north1,charismatic-tea-434516-a5,fannkuch-go-00006-tds,fannkuch-go,cloud_run_revision,INFO,37b2743925e9a56d,2024-11-24T16:30:07.519936Z,projects/charismatic-tea-434516-a5/traces/82bd9a0205ed050c41570aac9e56a1cd,true
